nct_id,brief_title,sponsor,start_date,primary_outcomes,start_year,period,outcome_categories,num_categories
NCT05706337,Clinical Observation of Ciprofol for Anesthesia Induction,Xiumei Song,2023-02-01,Hemodynamic changes：Systolic blood pressure (SBP) | Hemodynamic changes: Diastolic blood pressure(DBP) | Hemodynamic changes: Heart rate （HR ）,2023,2020-2025,Hypotension exposure; Cardiac outcomes,2
NCT07481851,Skin Conductance for Predicting Spinal Anesthesia-Induced Hypotension in Geriatric Urologic Oncology Patients,Dr Abdurrahman Yurtaslan Ankara Oncology Training and Research Hospital,2025-12-22,Number of Participants with Spinal Anesthesia-Induced Hypotension,2025,2020-2025,Hypotension exposure,1
NCT05821647,Hypotension Prediction 2 Study in Cardiac Surgery and Postoperative ICU Admission,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),2021-05-20,The overall time-weighted average (TWA) of hypotension (severity of hypotension),2021,2020-2025,Hypotension exposure,1
NCT06777355,Association Between Portal Flow Pulsatility and Right Ventricular Dysfunction in the Postoperative Period of Cardiac Surgery,CMC Ambroise Paré,2025-02-24,Measure of Portal Vein Flow Pulsality | Right ventricular (RV) function assessement,2025,2020-2025,,0
NCT05354661,Perioperative Hypotension in Gynaecologic Oncologic Surgery: HPI-ClearSight Versus Arterial Waveform Analysis,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2019-12-01,Cumulative Intraoperative Hypotension,2019,2015-2019,Hypotension exposure,1
NCT03875846,Intraoperative Simultaneous Pressure Guided Revascularization Study,Mark Rockley,2018-10-01,Major Adverse Limb Event (MALE),2018,2015-2019,,0
NCT04401397,"Effect of Early Mobilization on Length of Stay, Recovery and Readmission Rate of Patients After CABG or AVR/MVR Surgery",Dimitris Chatzitheodorou,2020-06-03,Length of postoperative hospital stay | Readmission rate | Number of complications | Severity of complications | Time to regain hemodynamic stability | Two-minute walk test | Functional recovery | High cost medical procedures,2020,2020-2025,Length of stay; Postoperative complications,2
NCT05667584,"Comparisons of Blood Pressure Control Ability Between HPI, ClearSight, and Conventional NIBP During Neuraxial Anesthesia in Cesarean Section",National Taiwan University Hospital,2023-01-13,time-weighted MAP below 65 mmHg,2023,2020-2025,Hypotension exposure,1
NCT05365113,Comparison of Hemodynamic Effects of Two Modalities of Alveolar Recruitment Maneuvers in Major Abdominal Surgery Patients,"University Hospital, Clermont-Ferrand",2022-03-09,The primary outcome measure is the change in cardiac output during the last 10 seconds of each MRA modality from its baseline value (determined after hemodynamic optimization and before the procedure was performed),2022,2020-2025,Cardiac outcomes,1
NCT05986266,Evaluating Efficacy of Intravenous Carbetocin Versus Intramyometrial Injection of Adrenaline in Reducing Blood Loss,Egymedicalpedia,2023-02-01,Intraoperative and Post operative bleeding(defined as blood loss ≥500 cc),2023,2020-2025,Length of stay; Blood loss / transfusion,2
NCT06535230,Anesthesia Induction with the Target-controlled Infusion of Propofol in High-risk Patients,Acibadem University,2024-08-30,"Systolic arterial pressure (SAP), measured before and after anesthesia induction was assessed to determine of post-induction hypotension in patients undergoing general anesthesia induction with TCI (target controlled infusion) or manual | Diastolic arterial pressure (DAP), measured before and after anesthesia induction was assessed to determine of post-induction hypotension in patients undergoing general anesthesia induction with TCI (target controlled infusion) or manual | Mean arterial pressure (MAP), measured before and after anesthesia induction was assessed to determine of post-induction hypotension in patients undergoing general anesthesia induction with TCI (target controlled infusion) or manual",2024,2020-2025,Hypotension exposure,1
NCT07134530,Advanced Cardiovascular Management in Major Non-cardiac Surgery.,Fondazione IRCCS Policlinico San Matteo di Pavia,2024-04-29,MINS and AKI incidence,2024,2020-2025,Acute kidney injury,1
NCT05120531,Down Syndrome Autonomic Nervous System Induction Bradycardia,"Children's Hospital Medical Center, Cincinnati",2022-01-04,Ambulatory feasibility of VU-AMS monitor on patients with Down Syndrome | Ambulatory feasibility of VU-AMS monitor on patients without Down Syndrome | Operating room feasibility of VU-AMS monitor on patients with Down Syndrome | Operating room feasibility of VU-AMS monitor on patients without Down Syndrome | Autonomic data including pre-ejection period and respiratory sinus arrhythmia among patients with Down Syndrome | Autonomic data including pre-ejection period and respiratory sinus arrhythmia among patients without Down Syndrome,2022,2020-2025,Cardiac outcomes,1
NCT07202624,The Effectiveness of Intracuff Dexmedetomidine in Preventing Postoperative Sore Throat Following Prone Surgery,Prince Sultan Military Medical City,2025-02-10,"the incidence and severity of POST, hoarseness, cough",2025,2020-2025,,0
NCT07418671,Ultrasound Guided Lumbar Erector Spinae Block Using Bupivacaine - Magnesium Sulphate Versus Bupivacaine - Dexamethasone in Total Hip Replacement Surgery,Ain Shams University,2025-05-01,Post-operative analgesia duration,2025,2020-2025,Pain,1
NCT05569265,Hypotension Prediction Index-guided Hemodynamic Optimization Trial to Reduce Postoperative Acute Kidney Injury (HYT).,Maria José Clara Colomina Soler,2022-10-08,Acute kidney injury,2022,2020-2025,Acute kidney injury,1
NCT03071432,QUANtification of Cardiovascular Autonomic Neuropathy (CAN) and the Effects of Anaesthesia on Haemodynamics and Cerebral Perfusion,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),2016-08-30,Change from baseline in baroreflex sensitivty after induction of anesthesia | Change from baseline in dynamic cerebral autoregulation after induction of anesthesia,2016,2015-2019,,0
NCT05175534,Contributions of Transesophageal Echocardiography in Liver Transplant Surgery,Hospital Universitari Vall d'Hebron Research Institute,2016-01-30,determine the cardiac alterations observed during reperfusion phase,2016,2015-2019,Lactate / tissue perfusion,1
NCT05936671,EEG and ANI Guided Anesthesia and Quality of Recovery,Gangnam Severance Hospital,2023-07-13,15-item Quality of Recovery (QoR-15) at postoperative day (POD) #1,2023,2020-2025,,0
NCT04402242,Impact of NOL Index Intraoperative Guided Remifentanil Analgesia,Hopital Foch,2021-04-13,Remifentanil consumption during maintenance,2021,2020-2025,,0
NCT07055074,Evaluation of Hemodynamic Changes Using Different IAP for LC Under General Anesthesia,Superior University,2025-03-17,Self Administered Questioner,2025,2020-2025,,0
NCT07452627,Comparison of the Efficacy of Combined Transversus Thoracic Plane Block and Serratus Anterior Plane Block Versus Erector Spinae Plane Block in the Management of Sternotomy Pain,Uludag University,2025-12-01,Postoperative Pain Intensity,2025,2020-2025,Pain,1
NCT05967403,Performance Analysis of Hermetic Closed-loop Anesthesia Delivery System,Sir Ganga Ram Hospital,2023-12-09,Anaesthesia depth consistency,2023,2020-2025,,0
NCT07179029,Anesthesia Induced Myocardial Injury in Non-cardiac Surgery (AIMY),University Hospital Tuebingen,2025-05-01,Troponin | incidence of PMI,2025,2020-2025,,0
NCT05462847,Comparing the Hemodynamic Effects of Volume Loading vs Non-loading During Induction of Anesthesia in Fluid Responder Patients With Coronary Artery Disease Undergoing Elective Coronary Artery Bypass Graft Surgery: a Randomized Controlled Study.,Kasr El Aini Hospital,2021-05-01,Incidence of post-induction hypotension,2021,2020-2025,Hypotension exposure,1
NCT06229938,Detection of Hypovolemia in the Elderly Patient Undergoing Surgery,"Amsterdam UMC, location VUmc",2018-05-01,Incidence of hypovolemia (%),2018,2015-2019,,0
NCT05188001,Hemodynamics and Myocardial Injury After Non-cardiac Surgery,University of British Columbia,2022-01-01,High Sensitivity Troponin (hsTnT) levels (daily),2022,2020-2025,,0
NCT07097454,Effectiveness of Hypotension Prediction Index (HPI) in Preventing Hypotension in the Post-Anesthesia Care Unit (PACU),Wonkwang University Hospital,2025-05-06,Incidence of Postoperative Hypotension in the PACU,2025,2020-2025,Hypotension exposure,1
NCT05862922,Comparison Effects of Two Regional Anesthetic Technique on Pain During High Risk Hip Fracture Surgery,TC Erciyes University,2022-11-26,effective analgesia control in patients with Analgesia Nociception Index (ANI) | Comparison of the Effects of Two Regional Anesthesia Techniques on Pain in High-Risk Hip Fracture Surgery with analgesia nociception index,2022,2020-2025,Pain,1
NCT04413422,Study on General Population of the Effect on Airway Protection of Drugs Used During Induction of General Anesthesia,"Hospital San Carlos, Madrid",2017-01-10,Change from baseline upper esophageal sphincter pressure at loss of conciousness.,2017,2015-2019,Length of stay,1
NCT06997237,The Effect of Music Played to Liver Transplant Donors During Surgery on Some Hemodynamic Values and Cortisol Levels,Hasan SARITAŞ,2020-12-01,Change in Serum Cortisol Levels During the Intraoperative Period,2020,2020-2025,,0
NCT03103698,The Interest of the ANI in the Monitoring of Peroperative Analgesia in Bariatric Surgery,"Centre Hospitalier Universitaire, Amiens",2016-10-17,The amount of morphine used per operatively in the two groups,2016,2015-2019,Pain,1
NCT06862349,Propofol Induction Based on Lean Body Weight on the Depth of Anesthesia,Ankara City Hospital Bilkent,2025-01-01,anaesthesia debt,2025,2020-2025,,0
NCT02941952,Comparative Noninvasive Continuous Cardiac Output by the Clearsight® With Invasive Monitoring by PICCO® in Abdominal Major Surgery,Poitiers University Hospital,2016-10-28,Stroke ejection volume (SEV) measure by ClearSight® | Stroke ejection volume measure by PICCO®,2016,2015-2019,,0
NCT04149314,"The ""Hypotension Prediction Index"" in Patients Undergoing Lung Surgery",University of Giessen,2019-11-20,Incidence of intraoperative hypotension,2019,2015-2019,Hypotension exposure,1
NCT03921164,Non Invasive Use of Pressure-Volume Loop in the Operating Room,Assistance Publique - Hôpitaux de Paris,2021-01-27,Aortic pressure in the descending thoracic aorta in mmHg (PAo) | Aortic velocity in the descending aorta in cm/s (VAdes.) | Central pressure by tonometry (CP in mmHg) | Ventricular diastolic pressure (VdP in mmHg) | Left ventricular volume (LVV in mL),2021,2020-2025,,0
NCT02893657,The Role and Dynamics of Liver Dysfunction in Patients Undergoing Cardiac Surgery,Semmelweis University Heart and Vascular Center,2017-12-01,The composite of in-hospital death of any cause | Length of hospital stay | Length of ICU stay,2017,2015-2019,Length of stay; Mortality,2
NCT06844279,The Effects of Anesthesia Depth Monitoring on Postoperative Recovery and Cognitive Functions in the Geriatric Patient Population,Aslıhan Güleç,2025-01-10,Ratio of Burst Suppression | Time of Burst Suppression | Intraoperative Hypotension Incidence | Alpha Band Preservation or Loss,2025,2020-2025,Hypotension exposure; Length of stay,2
NCT06137547,HPI for Prevention of Hypotension During Cardiac Surgery,Mackay Memorial Hospital,2023-11-20,TWA (time-weighted average) of intraoperative hypotension,2023,2020-2025,Hypotension exposure,1
NCT07022210,Incidence of Hypotension in the Post-anesthesia Care Unit (PACU).,"Tomas Bata Hospital, Czech Republic",2025-06-15,Incidence of hypotension in the post-anesthesia care unit (PACU).,2025,2020-2025,Hypotension exposure,1
NCT02827682,The Effect of IoC on Analgesia for Elderly Patients With Postoperative Effectiveness,First Affiliated Hospital Xi'an Jiaotong University,2016-07,Duration time in PACU,2016,2015-2019,,0
NCT06259760,AKI Risk Factors Analysis After Intentional Hypotensive Anesthesia,Kaohsiung Medical University Chung-Ho Memorial Hospital,2024-03-01,"urine biomarkers assessment, urine output, and blood Creatinine from participants undergoing Orthognathic surgery. | permitted hypotension during surgery | consumption of inhaled and intravenous anesthetics",2024,2020-2025,Hypotension exposure; Acute kidney injury; Sedation / anesthesia depth,3
NCT06838091,Effect of Low-Flow Anesthesia in Single Lung Ventilation on Postoperative Respiratory Complications,Başakşehir Çam & Sakura City Hospital,2025-03-01,The effects of anesthetic flows varying,2025,2020-2025,Sedation / anesthesia depth,1
NCT05279898,Perioperative Multimodal General AnesTHesia Focusing on Specific CNS Targets in Patients Undergoing carDiac surgERies,Beth Israel Deaconess Medical Center,2023-02-28,Increase in Plasma IL-6 Levels | Increase in Plasma Neurofilament Light Levels,2023,2020-2025,,0
NCT02473978,Cerebral Near-infrared Spectroscopy (NIRS) Monitoring Throughout Caesarean Deliveries,Rabin Medical Center,2015-04,"measure the cerebral perfusion in participants undergoing cesarean sections deliveries, under spinal anesthesia, epidural anesthesia, and general anesthesia",2015,2015-2019,Lactate / tissue perfusion,1
NCT02906514,Priming of Cardiopulmonary Bypass With Hydroxyethyl Starch 130/0.4 or Sodium Chloride 0.9% : Pilot Study in Adult Elective Conventional Cardiac Surgery,Hospices Civils de Lyon,2016-12-06,Supplementary volume of fluid administered during cardiopulmonary bypass (ml),2016,2015-2019,,0
NCT06517524,Effects of Low-pressure Pneumoperitoneum Associated With Deep Pipecuronium-induced Neuromuscular Blockade on Hemodynamic Parameters for High Cardiovascular Risk Patient Undergoing General Anesthesia,"Tamas Vegh, MD",2023-01-08,Succes of maintenance low-pressure pneumoperitoneum (6-10 mmHg) during laparascopic surgery,2023,2020-2025,,0
NCT05335174,Hypotension Prediction Index in Postoperative Surgical Patients,Sir Mortimer B. Davis - Jewish General Hospital,2022-04-01,Incidence of intraoperative hypotension | Incidence of postoperative hypotension | Hemodynamic changes with treatment of hypotension,2022,2020-2025,Hypotension exposure,1
NCT05789992,Evaluation of Equivalent Minimum Alveolar Concentration (eMAC) During Propofol/Remifentanil Anesthesia,Zhang Haopeng,2023-04-03,Prediction probability of eMAC,2023,2020-2025,,0
NCT05223907,Safety and Efficacy of Maintenance of Etomidate in General Anesthesia,Henan Provincial People's Hospital,2021-05-01,Rate of intraoperative hypertension and hypotension | Ricker sedation-agitation score after surgery,2021,2020-2025,Hypotension exposure; Sedation / anesthesia depth,2
NCT03438734,Comparison of Low Versus Normal Flow Anesthesia on Cerebral Oxygenation and Bispectral Index in Morbidly Obese Patients,Inonu University,2017-11-08,Regional Cerebral Oxygen Saturations (Left and Right),2017,2015-2019,,0
